,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
19117,19188,Text,2006-09-05,Poems,en,"Rossetti, Christina Georgina, 1830-1894",English poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/1/8/19188/19188.txt
19150,19221,Text,2006-09-09,"The Golden Treasury
Of the Best Songs and Lyrical Poems in the English Language",en,"Palgrave, Francis Turner, 1824-1897 [Editor]; Pearse, Alfred, 1855-1933 [Illustrator]","English poetry; Songs, English -- Texts",PR,Poetry,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/2/2/19221/19221.txt
19151,19222,Text,2006-09-09,Modern English Books of Power,en,"Fitch, George Hamlin, 1852-1925",English literature -- 19th century -- History and criticism,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/2/2/19222/19222.txt
19160,19231,Text,2006-09-10,The mummy and Miss Nitocris : a phantasy of the fourth dimension,en,"Griffith, George Chetwynd, 1857-1906",Fantasy fiction; Supernatural -- Fiction; Mummies -- Fiction,PR,Science Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/2/3/19231/19231.txt
19233,19304,Text,2006-09-17,Secret History Revealed By Lady Peggy O'Malley,en,"Williamson, A. M. (Alice Muriel), 1869-1933; Williamson, C. N. (Charles Norris), 1859-1920; Rowe, Clarence H. (Clarence Herbert), 1878-1930 [Illustrator]",Young women -- Fiction; Soldiers -- Fiction; Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/0/19304/19304.txt
19236,19307,Text,2006-09-17,The Lion of Petra,en,"Mundy, Talbot, 1879-1940",Middle East -- Fiction,PR,Adventure,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/0/19307/19307.txt
19239,19310,Text,2006-09-17,Happy Pollyooly: The Rich Little Poor Girl,en,"Jepson, Edgar, 1863-1938; Birch, Reginald Bathurst, 1856-1943 [Illustrator]",Girls -- Fiction; England -- Social life and customs -- 20th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/1/19310/19310.txt
19242,19313,Text,2006-09-19,"The Silk-Hat Soldier, and Other Poems in War Time",en,"Le Gallienne, Richard, 1866-1947",War poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/1/19313/19313.txt
19245,19316,Text,2006-09-19,Lyra Heroica: A Book of Verse for Boys,en,"Henley, William Ernest, 1849-1903 [Compiler]","English poetry; American poetry; Children's poetry, English; Children's poetry, American",PR; PZ; PS,,"['PR', 'PZ', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/1/19316/19316-0.txt
19266,19337,Text,2006-09-20,A Christmas Carol,en,"Dickens, Charles, 1812-1870; Williams, George Alfred, 1875-1932 [Illustrator]","Christmas stories; London (England) -- Fiction; Poor families -- Fiction; Ghost stories; Misers -- Fiction; Sick children -- Fiction; Scrooge, Ebenezer (Fictitious character) -- Fiction",PR,Children's Literature; Christmas,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/3/19337/19337.txt
19270,19341,Text,2006-09-20,A Maker of History,en,"Oppenheim, E. Phillips (Edward Phillips), 1866-1946",Spy stories,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/4/19341/19341.txt
19296,19367,Text,2006-09-25,Romance: Two Lectures,en,"Raleigh, Walter Alexander, Sir, 1861-1922",English literature -- 18th century -- History and criticism; Romanticism -- England,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/6/19367/19367.txt
19300,19371,Text,2006-09-25,The Forfeit,en,"Cullum, Ridgwell, 1867-1943",Western stories; Revenge -- Fiction; Ranchers -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/7/19371/19371.txt
19314,19385,Text,2006-09-26,"The Modern Scottish Minstrel, Volume 3.
The Songs of Scotland of the Past Half Century",en,"Rogers, Charles, 1825-1890 [Editor]","Scotland -- Poetry; Songs, Scottish Gaelic -- Texts; Scottish Gaelic poetry -- Translations into English",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/8/19385/19385.txt
19315,19386,Text,2006-09-26,An Author's Mind : The Book of Title-pages,en,"Tupper, Martin Farquhar, 1810-1889",Essays,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/8/19386/19386.txt
19322,19393,Text,2006-09-27,Plays of Near & Far,en,"Dunsany, Lord, 1878-1957",Drama,PR,Fantasy,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/9/19393/19393.txt
19327,19398,Text,2006-09-28,"By Right of Conquest; Or, With Cortez in Mexico",en,"Henty, G. A. (George Alfred), 1832-1902","Historical fiction; Cortés, Hernán, 1485-1547; Mexico -- History -- Conquest, 1519-1540 -- Fiction",PR; PZ,Children's Fiction; Historical Fiction,"['PR', 'PZ']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/1/9/3/9/19398/19398.txt
