,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
7703,7746,Text,2005-03-01,The Parisians — Volume 10,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",English fiction -- 19th century; Paris (France) -- Social life and customs -- 19th century -- Fiction,PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/4/7746/7746.txt
7704,7747,Text,2005-03-01,The Parisians — Volume 11,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",English fiction -- 19th century; Paris (France) -- Social life and customs -- 19th century -- Fiction,PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/4/7747/7747.txt
7705,7748,Text,2005-03-01,The Parisians — Volume 12,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",English fiction -- 19th century; Paris (France) -- Social life and customs -- 19th century -- Fiction,PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/4/7748/7748.txt
7706,7749,Text,2004-11-27,The Parisians — Complete,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",English fiction -- 19th century; Paris (France) -- Social life and customs -- 19th century -- Fiction,PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/4/7749/7749.txt
7707,7750,Text,2005-03-01,"Godolphin, Volume 1.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",England -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7750/7750.txt
7708,7751,Text,2005-03-01,"Godolphin, Volume 2.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",England -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7751/7751.txt
7709,7752,Text,2005-03-01,"Godolphin, Volume 3.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",England -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7752/7752.txt
7710,7753,Text,2005-03-01,"Godolphin, Volume 4.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",England -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7753/7753.txt
7711,7754,Text,2005-03-01,"Godolphin, Volume 5.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",England -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7754/7754.txt
7712,7755,Text,2004-11-27,"Godolphin, Volume 6.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",England -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7755/7755.txt
7713,7756,Text,2004-11-27,"Godolphin, Complete",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",England -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7756/7756.txt
7714,7757,Text,2005-03-01,"Falkland, Book 1.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7757/7757.txt
7715,7758,Text,2005-03-01,"Falkland, Book 2.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7758/7758.txt
7716,7759,Text,2005-03-01,"Falkland, Book 3.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/5/7759/7759.txt
7717,7760,Text,2005-03-01,"Falkland, Book 4.",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/6/7760/7760.txt
7718,7761,Text,2004-11-27,"Falkland, Complete",en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/6/7761/7761.txt
7722,7765,Text,2005-03-01,Night Must Fall : a Play in Three Acts,en,"Williams, Emlyn, 1905-1987",English drama -- 20th century; Murder -- Drama,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/6/7765/7765.txt
7732,7775,Text,2005-03-01,Memoirs of the Life of the Rt. Hon. Richard Brinsley Sheridan — Volume 02,en,"Moore, Thomas, 1779-1852","Great Britain -- Politics and government -- 1760-1820; Sheridan, Richard Brinsley, 1751-1816; Dramatists, English -- 18th century -- Biography; Theatrical managers -- Great Britain -- Biography; Legislators -- Great Britain -- Biography",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/7/7775/7775-8.txt
7736,7779,Text,2005-03-01,Of Captain Mission,en,"Defoe, Daniel, 1661?-1731",Pirates -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/7/7779/7779.txt
7737,7780,Text,2005-03-01,Notes to Shakespeare — Volume 01: Comedies,en,"Johnson, Samuel, 1709-1784; Sherbo, Arthur, 1918-2010 [Editor]","Shakespeare, William, 1564-1616 -- Criticism and interpretation",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/8/7780/7780.txt
7739,7782,Text,2005-03-01,The Last Tournament,en,"Tennyson, Alfred Tennyson, Baron, 1809-1892","Arthur, King -- Poetry; Arthurian romances -- Adaptations; Knights and knighthood -- Poetry; Britons -- Kings and rulers -- Poetry",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/8/7782/7782.txt
7746,7789,Text,2005-03-01,Memoirs of My Dead Life,en,"Moore, George, 1852-1933",Intellectuals -- Fiction; Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/7/8/7789/7789.txt
7757,7800,Text,2005-03-01,"Outlines of English and American Literature
An Introduction to the Chief Writers of England and America, to the Books They Wrote, and to the Times in Which They Lived",en,"Long, William J. (William Joseph), 1867-1952",American literature -- History and criticism; English literature -- History and criticism,PR; PS,,"['PR', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/0/7800/7800-8.txt
7762,7805,Text,2005-04-01,First Plays,en,"Milne, A. A. (Alan Alexander), 1882-1956",Drama,PR,One Act Plays,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/0/7805/7805.txt
7772,7815,Text,2005-04-01,"Hereward, the Last of the English",en,"Kingsley, Charles, 1819-1875",Great Britain -- History -- To 1066 -- Fiction,PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/1/7815/7815.txt
7773,7816,Text,2005-04-01,The Voyage of Captain Popanilla,en,"Disraeli, Benjamin, Earl of Beaconsfield, 1804-1881",Utopias -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/1/7816/7816.txt
7784,7827,Text,2005-04-01,Fan : The Story of a Young Girl's Life,en,"Hudson, W. H. (William Henry), 1841-1922",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/2/7827/7827.txt
7788,7831,Text,2005-04-01,When London Burned : a Story of Restoration Times and the Great Fire,en,"Henty, G. A. (George Alfred), 1832-1902","Orphans -- Juvenile fiction; Conduct of life -- Juvenile fiction; Adventure stories; Kidnapping -- Juvenile fiction; Voyages and travels -- Juvenile fiction; Youth -- Conduct of life -- Juvenile fiction; Great Fire, London, England, 1666 -- Juvenile fiction; Royalists -- Juvenile fiction; Great Britain -- History -- Restoration, 1660-1688 -- Juvenile fiction",PR; PZ,Children's Fiction,"['PR', 'PZ']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/3/7831/7831.txt
7792,7835,Text,2005-04-01,Lothair,en,"Disraeli, Benjamin, Earl of Beaconsfield, 1804-1881",Religious fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/3/7835/7835-0.txt
7795,7838,Text,2005-04-01,Fifty-One Tales,en,"Dunsany, Lord, 1878-1957","Fantasy fiction, English",PR,Fantasy,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/3/7838/7838.txt
7797,7840,Text,2005-04-01,The Female Gamester: A Tragedy,en,"Howard, Gorges Edmond, 1715-1786",English drama,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/4/7840/7840.txt
7799,7842,Text,2005-04-01,The Rise of Iskander,en,"Disraeli, Benjamin, Earl of Beaconsfield, 1804-1881",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/4/7842/7842.txt
7803,7846,Text,2005-04-01,Departmental Ditties and Barrack Room Ballads,en,"Kipling, Rudyard, 1865-1936",Soldiers -- Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/4/7846/7846.txt
7805,7848,Text,2005-04-01,Last Poems by A. E. Housman,en,"Housman, A. E. (Alfred Edward), 1859-1936",English poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/4/7848/7848.txt
7810,7853,Text,2005-04-01,Quentin Durward,en,"Scott, Walter, 1771-1832","Historical fiction; France -- History -- Louis XI, 1461-1483 -- Fiction; Louis XI, King of France, 1423-1483 -- Fiction; Charles, Duke of Burgundy, 1433-1477 -- Fiction; Scots -- France -- Fiction",PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/5/7853/7853.txt
7812,7855,Text,2005-04-01,The Vision of Desire,en,"Pedler, Margaret, -1948",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/5/7855/7855-8.txt
7844,7887,Text,2005-04-01,Fortitude,en,"Walpole, Hugh, 1884-1941",London (England) -- Fiction; Young men -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/8/7887/7887.txt
7847,7890,Text,2005-04-01,Blind Love,en,"Collins, Wilkie, 1824-1889; Besant, Walter, 1836-1901 [Contributor]",Domestic fiction; Married women -- Fiction; Conspiracies -- Fiction; Ireland -- Fiction; Suspense fiction; Secret societies -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/9/7890/7890.txt
7848,7891,Text,2005-04-01,The Dead Alive,en,"Collins, Wilkie, 1824-1889",Trials (Murder) -- Fiction; Judicial error -- Fiction; Legal stories; Attorney and client -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/9/7891/7891.txt
7849,7892,Text,2005-04-01,Heart and Science: A Story of the Present Time,en,"Collins, Wilkie, 1824-1889",England -- Social life and customs -- 19th century -- Fiction; Courtship -- Fiction; Guardian and ward -- Fiction; Vivisection -- Fiction; Medical ethics -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/9/7892/7892.txt
7850,7893,Text,2005-04-01,Hide and Seek,en,"Collins, Wilkie, 1824-1889",Psychological fiction; Young men -- Fiction; Father figures -- Fiction; Deaf women -- Fiction; Painters -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/9/7893/7893.txt
7851,7894,Text,2005-04-01,The Fallen Leaves,en,"Collins, Wilkie, 1824-1889",London (England) -- Fiction; Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/9/7894/7894.txt
7852,7895,Text,2005-04-01,A Terrible Temptation: A Story of To-Day,en,"Reade, Charles, 1814-1884",England -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/8/9/7895/7895.txt
7883,7926,Text,2006-04-27,Endymion,en,"Disraeli, Benjamin, Earl of Beaconsfield, 1804-1881",England -- Social life and customs -- 19th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/2/7926/7926.txt
7885,7928,Text,2005-04-01,The Poet's Poet : essays on the character and mission of the poet as interpreted in English verse of the last one hundred and fifty years,en,"Atkins, Elizabeth, 1891-1962",Poetry; English poetry -- History and criticism; American poetry -- History and criticism,PR; PS,,"['PR', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/2/7928/7928.txt
7887,7930,Text,2005-04-01,The Advance of English Poetry in the Twentieth Century,en,"Phelps, William Lyon, 1865-1943",English poetry -- 20th century -- History and criticism; American poetry -- 20th century -- History and criticism,PR; PS,,"['PR', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/3/7930/7930.txt
7892,7935,Text,2005-04-01,Ballad Book,en,"Bates, Katharine Lee, 1859-1929 [Editor]","Ballads, English -- England -- Texts; Ballads, Scots -- Scotland -- Texts",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/3/7935/7935-0.txt
7897,7940,Text,2005-04-01,"The Native Born; or, the Rajah's People",en,"Wylie, I. A. R. (Ida Alexa Ross), 1885-1959",India -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/4/7940/7940.txt
7898,7941,Text,2005-04-01,Mrs. Day's Daughters,en,"Mann, Mary E., 1848-1929",Mothers and daughters -- Fiction; Social classes -- Fiction; England -- Social life and customs -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/4/7941/7941-8.txt
7904,7947,Text,2005-04-01,"The Diary of a U-boat Commander
With an Introduction and Explanatory Notes by Etienne",en,"King-Hall, Stephen, Sir, 1893-1966; Mason, Frank H. (Frank Henry), 1876-1965 [Illustrator]","Submarines (Ships) -- Fiction; Sea stories; War stories; World War, 1914-1918 -- Germany -- Fiction",PR,World War I,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/4/7947/7947.txt
7906,7949,Text,2005-04-01,The Historical Nights' Entertainment: Second Series,en,"Sabatini, Rafael, 1875-1950","Europe -- Social life and customs -- Fiction; Historical fiction, English",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/4/7949/7949-0.txt
7921,7964,Text,2005-04-01,The Mystery of Cloomber,en,"Doyle, Arthur Conan, 1859-1930",Revenge -- Fiction; Mystery fiction; East India Company. Army -- Officers -- Fiction; Massacres -- Fiction; Buddhist priests -- Fiction; Wigtownshire (Scotland) -- Fiction; Hindu Kush Mountains Region (Afghanistan and Pakistan) -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/6/7964/7964-0.txt
7925,7968,Text,2005-04-01,Lying Prophets: A Novel,en,"Phillpotts, Eden, 1862-1960",Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/6/7968/7968-8.txt
7939,7982,Text,2005-04-01,A Traveller in Little Things,en,"Hudson, W. H. (William Henry), 1841-1922","English essays; Authors, English -- 19th century; Natural history -- England",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/8/7982/7982.txt
7944,7987,Text,2005-04-01,"The Fair Maid of Perth; Or, St. Valentine's Day",en,"Scott, Walter, 1771-1832","Historical fiction; Merchants -- Fiction; Social classes -- Fiction; Nobility -- Fiction; Scotland -- History -- Robert III, 1390-1406 -- Fiction; Perth (Scotland) -- Fiction",PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/8/7987/7987.txt
7950,7993,Text,2005-04-01,Oliver Goldsmith: A Biography,en,"Irving, Washington, 1783-1859","Goldsmith, Oliver, 1730?-1774; Authors, Irish -- 18th century -- Biography",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/7/9/9/7993/7993.txt
8033,8076,Text,2005-05-01,The History of David Grieve,en,"Ward, Humphry, Mrs., 1851-1920",English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/0/7/8076/8076.txt
8044,8087,Text,2005-05-01,A Fountain Sealed,en,"Sedgwick, Anne Douglas, 1873-1935",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/0/8/8087/8087-8.txt
8049,8092,Text,2005-05-01,Tremendous Trifles,en,"Chesterton, G. K. (Gilbert Keith), 1874-1936",English essays,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/0/9/8092/8092-0.txt
8062,8105,Text,2005-05-01,Imaginations and Reveries,en,"Russell, George William, 1867-1935",Irish literature,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/0/8105/8105.txt
8071,8114,Text,2005-05-01,"Personal Recollections
Abridged, Chiefly in Parts Pertaining to Political and Other Controversies Prevalent at the Time in Great Britain",en,"Charlotte Elizabeth, 1790-1846","Authors, English -- 19th century -- Biography; Charlotte Elizabeth, 1790-1846",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/1/8114/8114-8.txt
8080,8123,Text,2005-05-01,The Virginians,en,"Thackeray, William Makepeace, 1811-1863","Historical fiction; United States -- History -- French and Indian War, 1754-1763 -- Fiction; Inheritance and succession -- Fiction; Domestic fiction; Americans -- England -- Fiction; Brothers -- Fiction; Twins -- Fiction; Great Britain -- History -- George II, 1727-1760 -- Fiction; Virginia -- History -- Revolution, 1775-1783 -- Fiction",PR,Historical Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/2/8123/8123.txt
8082,8125,Text,2005-05-01,Impressions and Comments,en,"Ellis, Havelock, 1859-1939",English essays,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/2/8125/8125.txt
8084,8127,Text,2005-05-01,Songs of Two Nations,en,"Swinburne, Algernon Charles, 1837-1909",Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/2/8127/8127.txt
8086,8129,Text,2005-05-01,A Dreamer's Tales,en,"Dunsany, Lord, 1878-1957",Short stories; Fantasy fiction,PR,Fantasy,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/2/8129/8129.txt
8088,8131,Text,2005-05-01,The Misses Mallett (The Bridge Dividing),en,"Young, E. H. (Emily Hilda), 1880-1949",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/3/8131/8131-0.txt
8092,8135,Text,2005-05-01,The Cathedral: A Novel,en,"Walpole, Hugh, 1884-1941",Clergy -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/3/8135/8135.txt
8093,8136,Text,2005-05-01,"Henry Fielding: a Memoir
Including Newly Discovered Letters and Records with Illustrations from Contemporary Prints",en,"Godden, G. M. (Gertrude M.), 1867-1947","Fielding, Henry, 1707-1754; Authors, English -- 18th century -- Biography; Fielding, Henry, 1707-1754 -- Correspondence",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/3/8136/8136-8.txt
8095,8138,Text,2005-05-01,War-time Silhouettes,en,"Hudson, Stephen, 1868-1944","World War, 1914-1918 -- Poetry; War poetry, English",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/3/8138/8138.txt
8096,8139,Text,2005-05-01,"Shakspere and Montaigne
An Endeavour to Explain the Tendency of 'Hamlet' from Allusions in Contemporary Works",en,"Feis, Jacob, 1842-1900","Shakespeare, William, 1564-1616 -- Philosophy; Montaigne, Michel de, 1533-1592 -- Influence; Jonson, Ben, 1573?-1637; Hamlet (Legendary character); Shakespeare, William, 1564-1616. Hamlet",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/3/8139/8139-8.txt
8100,8143,Text,2005-05-01,The shadow of the East,en,"Hull, E. M. (Edith Maude), 1880-1947",Orient -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/4/8143/8143.txt
8104,8147,Text,2005-05-01,The Man Who Would Be King,en,"Kipling, Rudyard, 1865-1936",Political fiction; Kings and rulers -- Fiction; British -- Afghanistan -- Fiction; Afghanistan -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/4/8147/8147.txt
8112,8155,Text,2005-05-01,Colonel Thorndyke's Secret,en,"Henty, G. A. (George Alfred), 1832-1902",Detective and mystery stories; India -- Social life and customs -- Fiction; Hindus -- England -- Fiction,PR,Children's Fiction,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/5/8155/8155.txt
8114,8157,Text,2005-05-01,Esther Waters,en,"Moore, George, 1852-1933",England -- Fiction; Domestic fiction; Mothers and sons -- Fiction; Unmarried mothers -- Fiction; Women household employees -- Fiction,PR,Banned Books from Anne Haight's list,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/5/8157/8157.txt
8115,8158,Text,2005-05-01,Barlasch of the Guard,en,"Merriman, Henry Seton, 1862-1903","Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/5/8158/8158.txt
8118,8161,Text,2005-05-01,Fragments of Ancient Poetry,en,"Macpherson, James, 1736-1796","Literary forgeries and mystifications -- Early works to 1800; Ossian, active 3rd century -- Poetry; Mythology, Celtic -- Ireland -- Poetry; Bards and bardism -- Poetry; Celts -- Poetry",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/6/8161/8161.txt
8121,8164,Text,2005-05-01,My Man Jeeves,en,"Wodehouse, P. G. (Pelham Grenville), 1881-1975","Humorous stories; England -- Fiction; Wooster, Bertie (Fictitious character) -- Fiction; Jeeves (Fictitious character) -- Fiction; Single men -- Fiction; Valets -- Fiction",PR,Humor,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/6/8164/8164-0.txt
8122,8165,Text,2005-05-01,The Geste of Duke Jocelyn,en,"Farnol, Jeffery, 1878-1952",Knights and knighthood -- Fiction; Love stories; Adventure stories,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/6/8165/8165.txt
8133,8176,Text,2005-05-01,"Death at the Excelsior, and Other Stories",en,"Wodehouse, P. G. (Pelham Grenville), 1881-1975","Humorous stories, English; Wooster, Bertie (Fictitious character) -- Fiction; Jeeves (Fictitious character) -- Fiction; Valets -- Fiction",PR,Humor,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/7/8176/8176-0.txt
8135,8178,Text,2005-05-01,"The Politeness of Princes, and Other School Stories",en,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",Schools -- Fiction,PR; PZ,Humor; School Stories,"['PR', 'PZ']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/7/8178/8178.txt
8137,8180,Text,2005-05-01,A Phantom Lover,en,"Lee, Vernon, 1856-1935",England -- Social life and customs -- 19th century -- Fiction; Paranormal fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/8/8180/8180.txt
8140,8183,Text,2005-05-01,Time and the Gods,en,"Dunsany, Lord, 1878-1957","Fantasy fiction, English",PR,Fantasy,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/8/8183/8183-0.txt
8141,8184,Text,2005-05-01,The Ghost Kings,en,"Haggard, H. Rider (Henry Rider), 1856-1925",Zulu (African people) -- Fiction; Zululand (South Africa) -- History -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/8/8184/8184-0.txt
8144,8187,Text,2005-05-01,"The Complete Poems of Sir Thomas Moore
Collected by Himself with Explanatory Notes",en,"Moore, Thomas, 1779-1852; Rossetti, William Michael, 1829-1919 [Commentator]",Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/8/8187/8187-8.txt
8146,8189,Text,2005-05-01,The Bride,en,"Rowlands, Samuel, 1570?-1630?; Potter, Alfred Claghorn, 1867-1940 [Contributor]",English poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/8/8189/8189.txt
8147,8190,Text,2005-05-01,A Wodehouse Miscellany: Articles & Stories,en,"Wodehouse, P. G. (Pelham Grenville), 1881-1975","Humorous stories, English; Wooster, Bertie (Fictitious character) -- Fiction; Jeeves (Fictitious character) -- Fiction; Valets -- Fiction; England -- Social life and customs -- Fiction",PR,Humor,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/9/8190/8190.txt
8154,8197,Text,2005-05-01,India's Love Lyrics,en,"Hope, Laurence, 1865-1904",India -- Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/1/9/8197/8197-0.txt
8158,8201,Text,2005-06-01,Mary Marston,en,"MacDonald, George, 1824-1905",Young women -- Fiction; Scotland -- Fiction; Christian fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/8/2/0/8201/8201.txt
