,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
2761,2799,Text,2001-09-01,Eben Holden: A Tale of the North Country,en,"Bacheller, Irving, 1859-1950",Historical fiction; Farm life -- Fiction; New York (State) -- Fiction,PS,"Bestsellers, American, 1895-1923",['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/7/9/2799/2799.txt
2764,2802,Text,2001-09-01,Ramona,en,"Jackson, Helen Hunt, 1830-1885","Indians of North America -- Fiction; Didactic fiction; Love stories; Political fiction; Indians, Treatment of -- Fiction; Racially mixed people -- Fiction; California, Southern -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/0/2802/2802.txt
2765,2803,Text,2001-09-01,The Rise of David Levinsky,en,"Cahan, Abraham, 1860-1951","Psychological fiction; Immigrants -- Fiction; Jewish men -- Fiction; Assimilation (Sociology) -- Fiction; Clothing trade -- Fiction; Millionaires -- Fiction; Jewish fiction; Jews -- New York (State) -- New York -- Fiction; Jews -- Russia -- Fiction; Lower East Side (New York, N.Y.) -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/0/2803/2803.txt
2766,2804,Text,2001-09-01,"Rose in Bloom
A Sequel to ""Eight Cousins""",en,"Alcott, Louisa May, 1832-1888",Orphans -- Fiction; Family life -- Fiction; Cousins -- Fiction,PS,Children's Literature,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/0/2804/2804-8.txt
2769,2807,Text,2001-09-01,To Have and to Hold,en,"Johnston, Mary, 1870-1936","Virginia -- History -- Colonial period, ca. 1600-1775 -- Fiction",PS,"Bestsellers, American, 1895-1923",['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/0/2807/2807.txt
2771,2809,Text,2001-09-01,Main-Travelled Roads,en,"Garland, Hamlin, 1860-1940",Short stories; Western stories; Mississippi River Valley -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/0/2809/2809.txt
2777,2815,Text,2001-09-01,"Democracy, an American novel",en,"Adams, Henry, 1838-1918",Widows -- Fiction; Political fiction; Washington (D.C.) -- Fiction; Legislators -- Fiction; Socialites -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/1/2815/2815.txt
2780,2818,Text,2001-09-01,Beautiful Joe: An Autobiography,en,"Saunders, Marshall, 1861-1947; Butterworth, Hezekiah, 1839-1905 [Author of introduction, etc.]",Dogs -- Fiction; Didactic fiction; Canada -- Fiction; Animal welfare -- Fiction; Human-animal relationships -- Fiction; Dog owners -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/1/2818/2818.txt
2795,2833,Text,2001-09-01,The Portrait of a Lady — Volume 1,en,"James, Henry, 1843-1916","Inheritance and succession -- Fiction; Psychological fiction; Love stories; Fathers and daughters -- Fiction; Married women -- Fiction; Triangles (Interpersonal relations) -- Fiction; Italy -- Fiction; Archer, Isabel (Fictitious character) -- Fiction; Americans -- Italy -- Fiction",PS,Harvard Classics; Italy,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/3/2833/2833.txt
2796,2834,Text,2001-09-01,The Portrait of a Lady — Volume 2,en,"James, Henry, 1843-1916","Inheritance and succession -- Fiction; Psychological fiction; Love stories; Fathers and daughters -- Fiction; Married women -- Fiction; Triangles (Interpersonal relations) -- Fiction; Italy -- Fiction; Archer, Isabel (Fictitious character) -- Fiction; Americans -- Italy -- Fiction",PS,Italy,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/3/2834/2834.txt
2813,2851,Text,2001-10-01,Sixes and Sevens,en,"Henry, O., 1862-1910","Short stories, American; American fiction -- 20th century",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/5/2851/2851-0.txt
2820,2858,Text,2006-03-27,Cressy,en,"Harte, Bret, 1836-1902",American fiction -- 19th century; Young women -- Fiction; Teachers -- Fiction; Schoolgirls -- Fiction; California -- Social life and customs -- 19th century -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/5/2858/2858.txt
2823,2861,Text,2001-10-01,The Sleuth of St. James's Square,en,"Post, Melville Davisson, 1869-1930","Detective and mystery stories, American; American fiction -- 20th century",PS,Detective Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/6/2861/2861.txt
2824,2862,Text,2006-06-03,"The Twins of Table Mountain, and Other Stories",en,"Harte, Bret, 1836-1902",Western stories; American fiction -- 19th century,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/6/2862/2862.txt
2829,2867,Text,2006-05-30,A Sappho of Green Springs,en,"Harte, Bret, 1836-1902",Western stories; American fiction -- 19th century; California -- Social life and customs -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/6/2867/2867.txt
2831,2869,Text,2001-10-01,The Point of View,en,"James, Henry, 1843-1916",United States -- Social life and customs -- 19th century -- Fiction; Europeans -- United States -- Fiction; United States -- Description and travel -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/6/2869/2869-0.txt
2832,2870,Text,2001-10-01,Washington Square,en,"James, Henry, 1843-1916","Young women -- Fiction; Love stories; Domestic fiction; Fathers and daughters -- Fiction; Washington Square (New York, N.Y.) -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/7/2870/2870-0.txt
2836,2874,Text,2004-09-15,Personal Recollections of Joan of Arc — Volume 1,en,"Twain, Mark, 1835-1910","Joan, of Arc, Saint, 1412-1431 -- Fiction; France -- History -- Charles VII, 1422-1461 -- Fiction; Biographical fiction; Christian women saints -- Fiction",PS,Historical Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/7/2874/2874-0.txt
2837,2875,Text,2004-09-15,Personal Recollections of Joan of Arc — Volume 2,en,"Twain, Mark, 1835-1910","Joan, of Arc, Saint, 1412-1431 -- Fiction; France -- History -- Charles VII, 1422-1461 -- Fiction; Biographical fiction; Christian women saints -- Fiction",PS,Historical Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/7/2875/2875-0.txt
2843,2883,Text,2001-10-01,The Gold Bag,en,"Wells, Carolyn, 1862-1942",Detective and mystery stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/8/2883/2883-0.txt
2846,2886,Text,2006-05-30,Tales of the Argonauts,en,"Harte, Bret, 1836-1902",Short stories; Western stories; American fiction -- 19th century,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/2/8/8/2886/2886.txt
