,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
33261,33334,Text,2010-08-03,"The Only Woman in the Town, and Other Tales of the American Revolution",en,"Prichard, Sarah J. (Sarah Johnson), 1830-1909","Short stories; United States -- History -- Revolution, 1775-1783 -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/3/33334/33334.txt
33262,33335,Text,2010-08-03,Worrying Won't Win,en,"Glass, Montague, 1877-1934","World War, 1914-1918 -- United States; World War, 1914-1918 -- Caricatures and cartoons",PS,World War I,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/3/33335/33335.txt
33272,33345,Text,2010-08-03,Lafcadio Hearn,en,"Kennard, Nina H., 1844-1926","Authors, American -- 19th century -- Correspondence; Hearn, Lafcadio, 1850-1904; Hearn, Lafcadio, 1850-1904 -- Correspondence",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/4/33345/33345.txt
33273,33346,Text,2010-08-04,"How to tell the Birds from the Flowers, and other Wood-cuts
A Revised Manual of Flornithology for Beginners",en,"Wood, Robert Williams, 1868-1955",American wit and humor; Nature study -- Humor,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/4/33346/33346.txt
33301,33374,Text,2010-08-08,"Wake (First 25,000 words)",en,"Sawyer, Robert J., 1960-","Science fiction; Artificial intelligence -- Fiction; Blind women -- Fiction; Women mathematicians -- Fiction; Implants, Artificial -- Fiction; World Wide Web -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/7/33374/33374.txt
33302,33375,Text,2010-08-08,"Watch (First 25,000 words)",en,"Sawyer, Robert J., 1960-","Science fiction; Friendship -- Fiction; Teenage girls -- Fiction; Artificial intelligence -- Fiction; Implants, Artificial -- Fiction; World Wide Web -- Fiction; Teenagers with visual disabilities -- Fiction; Administrative agencies -- Fiction; National security -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/7/33375/33375.txt
33318,33391,Text,2010-08-09,Bill Nye's Cordwood,en,"Nye, Bill, 1850-1896",American wit and humor,PS,Humor,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/9/33391/33391.txt
33319,33392,Text,2010-08-09,In and Out,en,"Franklin, Edgar, 1879-1958; Stahr, Paul, 1883-1953 [Illustrator]",Detective and mystery stories; Murder -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/9/33392/33392-0.txt
33320,33393,Text,2010-11-23,Avery,en,"Phelps, Elizabeth Stuart, 1844-1911",Conduct of life -- Fiction; Married people -- Fiction; Invalids -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/9/33393/33393.txt
33326,33399,Text,2010-08-10,A Romance in Transit,en,"Lynde, Francis, 1856-1930",Fiction; Love stories; Railroad stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/3/9/33399/33399.txt
33327,33400,Text,2010-08-10,The Book of Susan: A Novel,en,"Dodd, Lee Wilson, 1879-1933",Guardian and ward -- Fiction; New Haven (Conn.) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/0/33400/33400.txt
33329,33402,Text,2010-08-11,Henry Wadsworth Longfellow,en,"Higginson, Thomas Wentworth, 1823-1911","Longfellow, Henry Wadsworth, 1807-1882",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/0/33402/33402.txt
33330,33403,Text,2010-08-10,Geography and Plays,en,"Stein, Gertrude, 1874-1946; Anderson, Sherwood, 1876-1941 [Author of introduction, etc.]","American drama -- 20th century; Prose poems; Experimental fiction, American",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/0/33403/33403.txt
33334,33407,Text,2010-08-11,Bee and Butterfly: A Tale of Two Cousins,en,"Madison, Lucy Foster, 1865-1932; Beard, Adelia B. (Adelia Belle), 1857-1920 [Illustrator]",Fathers and daughters -- Fiction; Cousins -- Fiction; Entomologists -- Fiction; Young women -- Conduct of life -- Fiction,PS,Animals-Wild-Insects,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/0/33407/33407.txt
33344,33417,Text,2010-08-12,Later Poems,en,"Carman, Bliss, 1861-1929",Poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/1/33417/33417.txt
33350,33423,Text,2010-08-13,A Man in the Open,en,"Pocock, Roger, 1865-1941; Bracker, M. Leone, 1885-1937 [Illustrator]",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/2/33423/33423.txt
33359,33432,Text,2010-08-14,"Mr. Munchausen 
Being a True Account of Some of the Recent Adventures beyond the Styx of the Late Hieronymus Carl Friedrich, Sometime Baron Munchausen of Bodenwerder",en,"Bangs, John Kendrick, 1862-1922; Newell, Peter, 1862-1924 [Illustrator]","Humorous stories, American; Travelers -- Fiction; Fantasy fiction, American; Adventure stories, American; Truthfulness and falsehood -- Fiction",PS,Humor,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/3/33432/33432.txt
33360,33433,Text,2010-08-14,"Sketches of Aboriginal Life
American Tableaux, No. 1",en,"Vide, V. V.","Historical fiction; Indians of North America -- Fiction; Mexico -- History -- Conquest, 1519-1540 -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/3/33433/33433.txt
33385,33458,Text,2010-08-18,The Captain of the Gray-Horse Troop,en,"Garland, Hamlin, 1860-1940",Western stories; Colorado -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/5/33458/33458.txt
33393,33466,Text,2010-08-19,The Social Gangster,en,"Reeve, Arthur B. (Arthur Benjamin), 1880-1936; Foster, Will, 1882-1953 [Illustrator]","New York (N.Y.) -- Fiction; Detective and mystery stories; Chemistry teachers -- Fiction; Kennedy, Craig (Fictitious character) -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/6/33466/33466.txt
33397,33470,Text,2010-11-23,"The Forge in the Forest
Being the Narrative of the Acadian Ranger, Jean de Mer, Seigneur de Briart; and How He Crossed the Black Abbé; and of His Adventures in a Strange Fellowship",en,"Roberts, Charles G. D., Sir, 1860-1943",Historical fiction; Canada -- History -- To 1763 (New France) -- Fiction; Acadians -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/7/33470/33470.txt
33402,33475,Text,2010-08-20,The Broken Gate: A Novel,en,"Hough, Emerson, 1857-1923; Bracker, M. Leone, 1885-1937 [Illustrator]",Illegitimate children -- Fiction; Villages -- Fiction; Mothers and sons -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/7/33475/33475.txt
33405,33478,Text,2010-08-21,Horse-Shoe Robinson: A Tale of the Tory Ascendency,en,"Kennedy, John Pendleton, 1795-1870","South Carolina -- History -- Revolution, 1775-1783 -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/7/33478/33478.txt
33408,33481,Text,2010-08-21,The Guns of Europe,en,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919; Wrenn, Charles L. (Charles Lewis), 1880-1952 [Illustrator]","World War, 1914-1918 -- Fiction",PZ; PS,,"['PZ', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/8/33481/33481.txt
33411,33484,Text,2010-08-22,"Valeria, the Martyr of the Catacombs: A Tale of Early Christian Life in Rome",en,"Withrow, W. H. (William Henry), 1839-1908","Martyrs -- Italy -- Rome -- Fiction; Christian life -- History -- Early church, ca. 30-600; Catacombs -- Italy -- Rome -- Fiction; Rome (Italy) -- Church history -- Primitive and early church, ca. 30-600 -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/8/33484/33484.txt
33413,33486,Text,2010-11-23,"Songs of the Silent World, and Other Poems",en,"Phelps, Elizabeth Stuart, 1844-1911",Poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/8/33486/33486.txt
33425,33498,Text,2010-08-25,"Bransford of Rainbow Range
Originally Published under the title of Bransford in Arcadia, or, The Little Eohippus",en,"Rhodes, Eugene Manlove, 1869-1934",Fiction; Western stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/9/33498/33498.txt
33426,33499,Text,2010-08-25,Stories That End Well,en,"Thanet, Octave, 1850-1934",Fiction; Short stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/4/9/33499/33499.txt
33428,33501,Text,2010-08-22,The Book of Gud,en,"Hastings, Milo, 1884-1957; Hersey, Harold, 1893-1956",Gods -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/0/33501/33501.txt
33440,33513,Text,2010-08-23,The Frightened Planet,en,"Austen, Sidney",Science fiction; Short stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/1/33513/33513.txt
33455,33528,Text,2010-08-24,With Edge Tools,en,"Chatfield-Taylor, H. C. (Hobart Chatfield), 1865-1945",New York (N.Y.) -- Fiction; Married people -- Fiction; Chicago (Ill.) -- Fiction; Man-woman relationships -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/2/33528/33528.txt
33456,33529,Text,2010-08-24,The Return of Tharn,en,"Browne, Howard, 1907-1999",Adventure stories; Prehistoric peoples -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/2/33529/33529.txt
33479,33552,Text,2010-08-27,Acanthus and Wild Grape,en,"Call, Frank Oliver, 1878-1956",Canadian poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/5/33552/33552.txt
33480,33553,Text,2010-08-27,"In a Belgian Garden, and Other Poems",en,"Call, Frank Oliver, 1878-1956",Canadian poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/5/33553/33553.txt
33482,33555,Text,2010-08-27,On Strike Till 3,en,"Balfour, Grant",Poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/5/33555/33555.txt
33484,33557,Text,2010-08-28,The Moonlit Way: A Novel,en,"Chambers, Robert W. (Robert William), 1865-1933; Keller, Arthur Ignatius, 1866-1924 [Illustrator]",Fiction; Love stories; Adventure stories; Spy stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/5/33557/33557.txt
33492,33565,Text,2010-08-28,The Bachelors: A Novel,en,"Orcutt, William Dana, 1870-1953",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/6/33565/33565.txt
33496,33569,Text,2010-08-29,Kastle Krags: A Story of Mystery,en,"Martin, Absalom",Treasure troves -- Fiction; Florida -- Fiction; Mystery fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/6/33569/33569.txt
33506,33579,Text,2010-08-30,Last Words,en,"Crane, Stephen, 1871-1900",Fiction; Essays,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/7/33579/33579.txt
33521,33594,Text,2010-08-31,Eneas Africanus,en,"Edwards, Harry Stillwell, 1855-1938",African Americans -- Fiction; Southern States -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/9/33594/33594.txt
33526,33599,Text,2010-09-01,A Rose of a Hundred Leaves: A Love Story,en,"Barr, Amelia E., 1831-1919",Love stories; England -- Social life and customs -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/5/9/33599/33599.txt
33528,33601,Text,2010-09-01,The Master's Violin,en,"Reed, Myrtle, 1874-1911",Love stories; Villages -- Fiction; Violinists -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/0/33601/33601.txt
33534,33607,Text,2010-09-02,The Mother of St. Nicholas: A Story of Duty and Peril,en,"Balfour, Grant","Christian fiction; Persecution -- History -- Early church, ca. 30-600 -- Fiction; Patara (Extinct city) -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/0/33607/33607.txt
33535,33608,Text,2010-09-02,Bride Roses,en,"Howells, William Dean, 1837-1920",Short stories; Florists -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/0/33608/33608.txt
33539,33612,Text,2010-09-02,The Land of Strong Men,en,"Chisholm, A. M. (Arthur Murray), 1872-1960; Johnson, Frank Tenney, 1874-1939 [Illustrator]",Western stories; Ranch life -- West (U.S.) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/1/33612/33612.txt
33543,33616,Text,2010-09-03,The Way of the Gods,en,"Long, John Luther, 1861-1927",Japan -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/1/33616/33616.txt
33550,33623,Text,2010-09-03,The Inventions of the Idiot,en,"Bangs, John Kendrick, 1862-1922",Humorous stories; Conversation -- Fiction; Boardinghouses -- Fiction,PS,Humor,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/2/33623/33623.txt
33556,33629,Text,2010-09-04,The Autobiography of a Monkey,en,"Paine, Albert Bigelow, 1861-1937; Mayer, Henry, 1868-1954 [Illustrator]","Children's poetry, American; Monkeys -- Juvenile poetry",PZ; PS,Animal; Animals-Wild-Mammals,"['PZ', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/2/33629/33629.txt
33561,33634,Text,2010-09-04,The Night Operator,en,"Packard, Frank L. (Frank Lucius), 1877-1942",Fiction; Short stories; Railroad stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/3/33634/33634.txt
33569,33642,Text,2010-09-05,Earth Alert!,en,"Neville, Kris, 1925-1980; Terry, W. E., 1921-1992 [Illustrator]",Science fiction; Man-woman relationships -- Fiction; Human-alien encounters -- Fiction; Psychic ability -- Fiction; Brainwashing -- Fiction,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/4/33642/33642.txt
33571,33644,Text,2010-09-05,The Secret of the Ninth Planet,en,"Wollheim, Donald A., 1914-1990",Science fiction; Pluto (Dwarf planet) -- Fiction,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/4/33644/33644.txt
33572,33645,Text,2010-11-25,The Man Who Couldn't Sleep,en,"Stringer, Arthur, 1874-1950; Snapp, Frank [Illustrator]",New York (N.Y.) -- Fiction; Adventure stories; Crime -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/4/33645/33645.txt
33584,33657,Text,2010-09-06,Cinderella Jane,en,"Cooke, Marjorie Benton, 1876-1920",Married people -- Fiction; Marriage -- Fiction; Women novelists -- Fiction; Portrait painters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/5/33657/33657.txt
33587,33660,Text,2010-09-07,The Year When Stardust Fell,en,"Jones, Raymond F., 1915-1994",Science fiction; City and town life -- Fiction; Survival -- Fiction,PZ; PS,,"['PZ', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/6/33660/33660.txt
33589,33662,Text,2010-09-07,"A Republic Without a President, and Other Stories",en,"Ward, Herbert D. (Herbert Dickinson), 1861-1932","Short stories; Science fiction, American",PS,Precursors of Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/6/33662/33662.txt
33591,33664,Text,2010-09-07,"Norine's Revenge, and, Sir Noel's Heir",en,"Fleming, May Agnes, 1840-1880",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/6/33664/33664.txt
33592,33665,Text,2010-09-07,"The Preliminaries, and Other Stories",en,"Comer, Cornelia A. P. (Cornelia Atwood Pratt)",Short stories; Marriage -- Fiction; Mother and child -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/6/33665/33665.txt
33601,33674,Text,2010-09-08,Sonnets from the Patagonian,en,"Evans, Donald, 1884-1921",American poetry -- 20th century; Sonnets,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/7/33674/33674.txt
33613,33686,Text,2010-09-09,"Accolon of Gaul, with Other Poems",en,"Cawein, Madison Julius, 1865-1914",American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/8/33686/33686.txt
33622,33695,Text,2010-09-10,X Y Z: A Detective Story,en,"Green, Anna Katharine, 1846-1935",Fiction; Detective and mystery stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/6/9/33695/33695.txt
33642,33715,Text,2010-09-12,The Cottage of Delight: A Novel,en,"Harben, Will N. (Will Nathaniel), 1858-1919",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/1/33715/33715.txt
33655,33728,Text,2010-09-14,Believe You Me!,en,"Putnam, Nina Wilcox, 1888-1962","Humorous stories; Mothers and daughters -- Fiction; World War, 1914-1918 -- United States -- Fiction; Dancers -- Fiction; New York (N.Y.) -- Social life and customs -- 20th century -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/2/33728/33728.txt
33656,33729,Text,2010-09-14,The Lost Temples of Xantoos,en,"Calhoun, Howell",Poetry; Sonnets,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/2/33729/33729.txt
33657,33730,Text,2010-09-14,Lycanthropus,en,"Bolen, C. Edgar",Werewolves -- Poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/3/33730/33730.txt
33658,33731,Text,2010-09-15,The Span o' Life: A Tale of Louisbourg & Quebec,en,"McIlwraith, Jean N. (Jean Newton), 1859-1938; McLennan, William, 1856-1904; Myrbach-Rheinfeld, Felician, Freiherr von, 1853-1940 [Illustrator]","United States -- History -- French and Indian War, 1754-1763 -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/3/33731/33731.txt
33660,33733,Text,2010-09-15,The Guarded Heights,en,"Camp, Wadsworth, 1879-1936",Love stories; Social classes -- Fiction; Man-woman relationships -- Fiction; Princeton University -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/3/33733/33733.txt
33663,33736,Text,2010-09-16,The Tempering,en,"Buck, Charles Neville, 1879-1957; Coleman, Ralph P. (Ralph Pallen), 1892-1968 [Illustrator]",Kentucky -- Fiction; Mountain life -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/3/33736/33736.txt
33685,33758,Text,2010-09-19,"Derby Day in the Yukon, and Other Poems of the ""Northland""",en,"Hayes, Kate Simpson, 1856-1945",Canadian poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/5/33758/33758.txt
33686,33759,Text,2010-09-19,The Key to Yesterday,en,"Buck, Charles Neville, 1879-1957",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/5/33759/33759.txt
33688,33761,Text,2010-09-19,Making Money,en,"Johnson, Owen, 1878-1952; Flagg, James Montgomery, 1877-1960 [Illustrator]",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/6/33761/33761.txt
33697,33770,Text,2010-09-20,Impertinent Poems,en,"Cooke, Edmund Vance, 1866-1932; Ross, Gordon, 1873-1946 [Illustrator]",American wit and humor; American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/7/33770/33770.txt
33700,33773,Text,2010-09-20,A Yankee from the West: A Novel,en,"Read, Opie Percival, 1852-1939",Farm life -- Fiction; Illinois -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/7/33773/33773.txt
33707,33780,Text,2010-09-20,The Haunted Pajamas,en,"Elliott, Francis Perry, 1861-1924; Frederick, Edmund, 1870-1949 [Illustrator]",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/8/33780/33780.txt
33712,33785,Text,2010-09-21,A Star for a Night: A Story of Stage Life,en,"Janis, Elsie, 1889-1956",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/8/33785/33785.txt
33714,33787,Text,2010-09-21,Rockhaven,en,"Munn, Charles Clark, 1848-1917; Merrill, Frank T., 1848-1923 [Illustrator]",Islands -- Fiction; Love stories; New England -- Fiction; Swindlers and swindling -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/8/33787/33787.txt
33717,33790,Text,2010-09-21,Delayed Action,en,"De Vet, Charles V., 1911-1997; Francis, Dick [Illustrator]",Science fiction; Short stories; Time travel -- Fiction; Robbery -- Fiction,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/7/9/33790/33790.txt
33740,33813,Text,2010-09-26,Rodman the Keeper: Southern Sketches,en,"Woolson, Constance Fenimore, 1840-1894",Short stories; United States -- Social life and customs -- 19th century -- Fiction; Southern States -- Social life and customs -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/1/33813/33813.txt
33741,33814,Text,2010-09-27,The Mystery of Evelin Delorme: A Hypnotic Story,en,"Paine, Albert Bigelow, 1861-1937",Fantasy fiction; Paranormal fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/1/33814/33814.txt
33756,33829,Text,2010-10-02,The Nightriders' Feud,en,"McConnell, Walter Caruth, 1870-",Kentucky -- Fiction; Tobacco farmers -- Fiction; Night Riders (Group) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/2/33829/33829.txt
33766,33839,Text,2010-10-04,Problem on Balak,en,"Aycock, Roger D., 1914-2004; Francis, Dick [Illustrator]",Science fiction; Short stories; Human-alien encounters -- Fiction; Identity -- Fiction,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/3/33839/33839.txt
33769,33842,Text,2010-10-06,By Earthlight,en,"Walton, Bryce, 1918-1988",Science fiction; Short stories; Space flight to the moon -- Fiction,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/4/33842/33842.txt
33770,33843,Text,2010-10-06,The Natives,en,"MacLean, Katherine, 1925-",Science fiction; Short stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/4/33843/33843.txt
33777,33850,Text,2010-10-10,The Slizzers,en,"Bixby, Jerome, 1923-1998",Science fiction; Short stories,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/5/33850/33850.txt
33781,33854,Text,2010-10-11,Ask a Foolish Question,en,"Sheckley, Robert, 1928-2005",Science fiction; Short stories; Questions and answers -- Fiction,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/5/33854/33854.txt
33798,33871,Text,2010-10-18,Old Friends Are the Best,en,"Sharkey, Jack, 1931-1992",Science fiction; Short stories,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/7/33871/33871.txt
33799,33872,Text,2010-10-18,Nine Men in Time,en,"Loomis, Noel M., 1905-1969",Science fiction; Short stories; Time travel -- Fiction; Printers -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/7/33872/33872.txt
33804,33877,Text,2010-10-20,The Voice of the Pack,en,"Marshall, Edison, 1894-1967",Oregon -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/7/33877/33877.txt
33811,33884,Text,2010-10-26,"Alec Lloyd, Cowpuncher",en,"Gates, Eleanor, 1875-1951; True, Allen Tupper, 1881-1955 [Illustrator]",Western stories; Love stories; Cowboys -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/8/33884/33884.txt
33825,33898,Text,2010-10-31,The Haunted Sentry Box of Porto Rico,en,"Miller, Lewis",Short stories; Puerto Rico -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/8/9/33898/33898.txt
